System_City_Calculated,Date,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2073.0666666666666,2020-04-30,1750.1290322580646,1585.1724137931035,1385.9032258064517,1704.483870967742,2165.6666666666665,2640.3225806451615,3132.4333333333334,3686.8064516129034,3422.3225806451615,3274.5,3139.6774193548385,2294.3333333333335
2608.967741935484,2020-05-31,2073.0666666666666,1750.1290322580646,1585.1724137931035,1385.9032258064517,1704.483870967742,2165.6666666666665,2640.3225806451615,3132.4333333333334,3686.8064516129034,3422.3225806451615,3274.5,3139.6774193548385
2925.4,2020-06-30,2608.967741935484,2073.0666666666666,1750.1290322580646,1585.1724137931035,1385.9032258064517,1704.483870967742,2165.6666666666665,2640.3225806451615,3132.4333333333334,3686.8064516129034,3422.3225806451615,3274.5
2873.3548387096776,2020-07-31,2925.4,2608.967741935484,2073.0666666666666,1750.1290322580646,1585.1724137931035,1385.9032258064517,1704.483870967742,2165.6666666666665,2640.3225806451615,3132.4333333333334,3686.8064516129034,3422.3225806451615
2831.6451612903224,2020-08-31,2873.3548387096776,2925.4,2608.967741935484,2073.0666666666666,1750.1290322580646,1585.1724137931035,1385.9032258064517,1704.483870967742,2165.6666666666665,2640.3225806451615,3132.4333333333334,3686.8064516129034
3031.2,2020-09-30,2831.6451612903224,2873.3548387096776,2925.4,2608.967741935484,2073.0666666666666,1750.1290322580646,1585.1724137931035,1385.9032258064517,1704.483870967742,2165.6666666666665,2640.3225806451615,3132.4333333333334
2568.5806451612902,2020-10-31,3031.2,2831.6451612903224,2873.3548387096776,2925.4,2608.967741935484,2073.0666666666666,1750.1290322580646,1585.1724137931035,1385.9032258064517,1704.483870967742,2165.6666666666665,2640.3225806451615
2034.4666666666667,2020-11-30,2568.5806451612902,3031.2,2831.6451612903224,2873.3548387096776,2925.4,2608.967741935484,2073.0666666666666,1750.1290322580646,1585.1724137931035,1385.9032258064517,1704.483870967742,2165.6666666666665
1643.6129032258063,2020-12-31,2034.4666666666667,2568.5806451612902,3031.2,2831.6451612903224,2873.3548387096776,2925.4,2608.967741935484,2073.0666666666666,1750.1290322580646,1585.1724137931035,1385.9032258064517,1704.483870967742
1513.967741935484,2021-01-31,1643.6129032258063,2034.4666666666667,2568.5806451612902,3031.2,2831.6451612903224,2873.3548387096776,2925.4,2608.967741935484,2073.0666666666666,1750.1290322580646,1585.1724137931035,1385.9032258064517
1428.5,2021-02-28,1513.967741935484,1643.6129032258063,2034.4666666666667,2568.5806451612902,3031.2,2831.6451612903224,2873.3548387096776,2925.4,2608.967741935484,2073.0666666666666,1750.1290322580646,1585.1724137931035
1809.032258064516,2021-03-31,1428.5,1513.967741935484,1643.6129032258063,2034.4666666666667,2568.5806451612902,3031.2,2831.6451612903224,2873.3548387096776,2925.4,2608.967741935484,2073.0666666666666,1750.1290322580646
2197.266666666667,2021-04-30,1809.032258064516,1428.5,1513.967741935484,1643.6129032258063,2034.4666666666667,2568.5806451612902,3031.2,2831.6451612903224,2873.3548387096776,2925.4,2608.967741935484,2073.0666666666666
2697.7096774193546,2021-05-31,2197.266666666667,1809.032258064516,1428.5,1513.967741935484,1643.6129032258063,2034.4666666666667,2568.5806451612902,3031.2,2831.6451612903224,2873.3548387096776,2925.4,2608.967741935484
2982.6666666666665,2021-06-30,2697.7096774193546,2197.266666666667,1809.032258064516,1428.5,1513.967741935484,1643.6129032258063,2034.4666666666667,2568.5806451612902,3031.2,2831.6451612903224,2873.3548387096776,2925.4
2868.1612903225805,2021-07-31,2982.6666666666665,2697.7096774193546,2197.266666666667,1809.032258064516,1428.5,1513.967741935484,1643.6129032258063,2034.4666666666667,2568.5806451612902,3031.2,2831.6451612903224,2873.3548387096776
2983.5806451612902,2021-08-31,2868.1612903225805,2982.6666666666665,2697.7096774193546,2197.266666666667,1809.032258064516,1428.5,1513.967741935484,1643.6129032258063,2034.4666666666667,2568.5806451612902,3031.2,2831.6451612903224
2830.866666666667,2021-09-30,2983.5806451612902,2868.1612903225805,2982.6666666666665,2697.7096774193546,2197.266666666667,1809.032258064516,1428.5,1513.967741935484,1643.6129032258063,2034.4666666666667,2568.5806451612902,3031.2
2639.3636363636365,2021-10-31,2830.866666666667,2983.5806451612902,2868.1612903225805,2982.6666666666665,2697.7096774193546,2197.266666666667,1809.032258064516,1428.5,1513.967741935484,1643.6129032258063,2034.4666666666667,2568.5806451612902
